FileName,Sample,Labels,Categories,Region,Counts
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_5,steps5,L6,pavvsg_nonringprotein,StageTwo,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_5,steps5,L7,vsgring_pavprotein_coloc,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_5,steps5,L7,vsgring_pavprotein_coloc,Three,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_5,steps5,L7,vsgring_pavprotein_coloc,StageTwo,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L1,pav_midbody,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L1,pav_midbody,Three,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L1,pav_midbody,StageTwo,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L2,pav_onlyrings,TwoB,6
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L2,pav_onlyrings,Three,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L2,pav_onlyrings,StageTwo,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L3,vsg_onlyrings,TwoB,2
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L3,vsg_onlyrings,Three,6
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L3,vsg_onlyrings,StageTwo,4
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L4,pavvsg_ring,TwoB,5
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L4,pavvsg_ring,Three,7
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L4,pavvsg_ring,StageTwo,5
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L5,pav_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L5,pav_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L5,pav_nonringprotein,StageTwo,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L6,pavvsg_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L6,pavvsg_nonringprotein,Three,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L6,pavvsg_nonringprotein,StageTwo,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L7,vsgring_pavprotein_coloc,TwoB,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L7,vsgring_pavprotein_coloc,Three,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_6,steps6,L7,vsgring_pavprotein_coloc,StageTwo,2
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L1,pav_midbody,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L1,pav_midbody,Three,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L2,pav_onlyrings,TwoB,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L2,pav_onlyrings,Three,5
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L3,vsg_onlyrings,TwoB,4
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L3,vsg_onlyrings,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L4,pavvsg_ring,TwoB,11
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L4,pavvsg_ring,Three,5
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L5,pav_nonringprotein,TwoB,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L5,pav_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L6,pavvsg_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L6,pavvsg_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L7,vsgring_pavprotein_coloc,TwoB,1
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_7,steps7,L7,vsgring_pavprotein_coloc,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L1,pav_midbody,TwoB,2
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L1,pav_midbody,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L2,pav_onlyrings,TwoB,7
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L2,pav_onlyrings,Three,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L3,vsg_onlyrings,TwoB,6
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L3,vsg_onlyrings,Three,8
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L4,pavvsg_ring,TwoB,10
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L4,pavvsg_ring,Three,4
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L5,pav_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L5,pav_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L6,pavvsg_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L6,pavvsg_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L7,vsgring_pavprotein_coloc,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_10,steps10,L7,vsgring_pavprotein_coloc,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L1,pav_midbody,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L1,pav_midbody,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L2,pav_onlyrings,TwoB,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L2,pav_onlyrings,Three,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L3,vsg_onlyrings,TwoB,4
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L3,vsg_onlyrings,Three,3
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L4,pavvsg_ring,TwoB,7
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L4,pavvsg_ring,Three,2
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L5,pav_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L5,pav_nonringprotein,Three,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L6,pavvsg_nonringprotein,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L6,pavvsg_nonringprotein,Three,2
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L7,vsgring_pavprotein_coloc,TwoB,0
7_14_2022_Exp8Slide1_vsgGFP_pavmCherry_antiGFP488_antiRFP555_antiFAS3647_DAPI_RLdeconvolved30iterations_0.15micronZsteps_14,steps14,L7,vsgring_pavprotein_coloc,Three,0